step,train_loss,val_loss
0,2.9335150718688965,
20,2.2794346809387207,
40,1.774781584739685,
60,1.4200929403305054,
80,0.9893587231636047,
100,0.8222132921218872,
120,0.6732263565063477,
140,0.5599891543388367,
160,0.4521602690219879,
180,0.37843936681747437,
