step,loss
0,2.987611770629883
20,2.090986490249634
40,1.9777189493179321
60,1.4500333070755005
80,1.510637640953064
100,1.227197527885437
120,1.000132441520691
140,0.7518134117126465
160,0.654668390750885
180,0.4869077503681183
